iteration	personId	time	OutTime	triggerType	currentStopName	transitLine	transitRoute	vehicle	nextStopName	passengersSize	passengerCapacit
0	890539201	58097.0	16:8:17	T-2	Oberglatt ZH, Bahnhof	PAG_line510	51007_004	NFB_PAG_96850	Oberglatt ZH, Mösli Hofstetten	1	1
0	1096397400	58097.0	16:8:17	T-2	Oberglatt ZH, Bahnhof	PAG_line510	51007_004	NFB_PAG_96850	Oberglatt ZH, Mösli Hofstetten	1	1
0	1580441201	58140.0	16:9:0	T-2	Kloten, Zum Wilden Mann	PAG_line520	51980_001	NFB_PAG_97210	Kloten, Freienberg	1	1
0	919327800	58140.0	16:9:0	T-2	Zürich, Klusplatz	VBZ_line33	00881_001	NFB_VBZ_137775	Zürich, Hölderlinsteig	1	1
0	1172056800	58140.0	16:9:0	T-2	Spreitenbach, Spreiti West	RVB_line2	00991_001	NFB_RVB_156384	Spreitenbach, Rotzenbühl	1	1
0	1286658000	58140.0	16:9:0	T-2	Oberengstringen, Lanzrain	VBZ_line304	16395_001	NFB_VBZ_140837	Oberengstringen, Eggbühl	1	1
0	998278500	58200.0	16:10:0	T-2	Zürich, Birchdörfli	VBZ_line32	07888_166	NFB_VBZ_138984	Zürich, Neuaffoltern	1	1
0	1414618900	58213.0	16:10:13	T-2	Glattbrugg, Post	VBG_line768	00137_001	NFB_VBG_68777	Glattbrugg, Frohbühlstrasse	1	1
0	1374196800	58260.0	16:11:0	T-2	Zürich, Rautistrasse	VBZ_line80	00928_017	NFB_VBZ_137277	Zürich, Untermoosstrasse	1	1
0	1414618900	58260.0	16:11:0	T-2	Glattbrugg, Post	VBG_line768	00137_001	NFB_VBG_68777	Glattbrugg, Frohbühlstrasse	1	1
0	790228100	58265.0	16:11:5	T-2	Zug, Postplatz	ZVB_line1	02151_080	NFB_ZVB_132250	Zug, Bundesplatz	1	1
0	790228100	58320.0	16:12:0	T-2	Zug, Postplatz	ZVB_line1	02151_080	NFB_ZVB_132250	Zug, Bundesplatz	1	1
0	1262135400	58328.0	16:12:8	T-2	Zürich, Chaletweg	VBZ_line80	00928_017	NFB_VBZ_137273	Zürich, Mötteliweg	1	1
0	1108029900	58380.0	16:13:0	T-2	Winterthur, Hauptbahnhof	SBW_line2	01053_151	NFB_SBW_152245	Winterthur, Museumstrasse/HB	1	1
0	1262135400	58380.0	16:13:0	T-2	Zürich, Chaletweg	VBZ_line80	00928_017	NFB_VBZ_137273	Zürich, Mötteliweg	1	1
0	857773400	58380.0	16:13:0	T-2	Zürich, Letzipark	VBZ_line31	00289_002	NFB_VBZ_137729	Zürich, SBB-Werkstätte	1	1
0	882645100	58383.0	16:13:3	T-2	Zürich, Paradeplatz	VBZ_line7	23715_146	NFT_VBZ_57580	Zürich, Rennweg	2	2
0	1279829500	58387.0	16:13:7	T-2	Zürich, Hardplatz	VBZ_line33	00881_001	NFB_VBZ_137781	Zürich, Albisriederplatz	1	1
0	1024224600	58388.0	16:13:8	T-2	Zürich, Winzerstrasse	VBZ_line80	06342_167	NFB_VBZ_138758	Zürich, Wartau	1	1
0	953858701	58388.0	16:13:8	T-2	Zürich, Im Hagacker	VBZ_line89	22275_129	NFB_VBZ_141873	Zürich, Hegianwandweg	1	1
0	771891000	58397.0	16:13:17	T-2	Zürich, Herdernstrasse	VBZ_line31	00289_002	NFB_VBZ_137729	Zürich, Hardplatz	1	1
0	890539201	58440.0	16:14:0	T-2	Oberglatt ZH, Bahnhof	PAG_line510	51007_004	NFB_PAG_96850	Oberglatt ZH, Mösli Hofstetten	1	1
0	1096397400	58440.0	16:14:0	T-2	Oberglatt ZH, Bahnhof	PAG_line510	51007_004	NFB_PAG_96850	Oberglatt ZH, Mösli Hofstetten	1	1
0	1024224600	58440.0	16:14:0	T-2	Zürich, Winzerstrasse	VBZ_line80	06342_167	NFB_VBZ_138758	Zürich, Wartau	1	1
0	1279829500	58440.0	16:14:0	T-2	Zürich, Hardplatz	VBZ_line33	00881_001	NFB_VBZ_137781	Zürich, Albisriederplatz	1	1
0	953858701	58440.0	16:14:0	T-2	Zürich, Im Hagacker	VBZ_line89	22275_129	NFB_VBZ_141873	Zürich, Hegianwandweg	1	1
0	1061640400	58443.0	16:14:3	T-2	Zürich, Klusplatz	VBZ_line34	02694_001	NFB_VBZ_137840	Zürich, Kapfstrasse	1	1
0	1061640400	58500.0	16:15:0	T-2	Zürich, Klusplatz	VBZ_line34	02694_001	NFB_VBZ_137840	Zürich, Kapfstrasse	1	1
0	771891000	58500.0	16:15:0	T-2	Zürich, Herdernstrasse	VBZ_line31	00289_002	NFB_VBZ_137729	Zürich, Hardplatz	1	1
0	998278500	58515.0	16:15:15	T-2	Zürich, Birchdörfli	VBZ_line32	07888_166	NFB_VBZ_141364	Zürich, Neuaffoltern	1	1
0	1494370700	58563.0	16:16:3	T-2	Bonstetten-Wettswil, Bahnhof	PAG_line205	20501_002	NFB_PAG_91567	Bonstetten, Dorfstrasse	1	1
0	1260446400	58565.0	16:16:5	T-2	Winterthur, Hauptbahnhof	SBW_line1	00003_003	NFB_SBW_151560	Winterthur, Sulzer	1	1
0	828739100	58565.0	16:16:5	T-2	Oberwil-Lieli, im Moos	PAG_line350	50008_007	BUS_PAG_96487	Oberwil-Lieli, Oberwil Post	1	1
0	887310400	58570.0	16:16:10	T-2	Gossau ZH, Moos	VZO_line862	02226_004	NFB_VZO_129734	Grüt (Gossau ZH), Grünau	1	1
0	1378388500	58620.0	16:17:0	T-2	Zürich, Bucheggplatz	VBZ_line32	08854_250	NFB_VBZ_141344	Zürich, Radiostudio	1	1
0	998278500	58620.0	16:17:0	T-2	Zürich, Birchdörfli	VBZ_line32	07888_166	NFB_VBZ_141364	Zürich, Neuaffoltern	1	1
0	887310400	58620.0	16:17:0	T-2	Gossau ZH, Moos	VZO_line862	02226_004	NFB_VZO_129734	Grüt (Gossau ZH), Grünau	1	1
0	1494370700	58620.0	16:17:0	T-2	Bonstetten-Wettswil, Bahnhof	PAG_line205	20501_002	NFB_PAG_91567	Bonstetten, Dorfstrasse	1	1
0	941156000	58627.0	16:17:7	T-2	Unterengstringen, Sennenbüel N	VBZ_line304	26072_048	NFB_VBZ_142450	Weiningen ZH, Aegelsee	1	1
0	879553901	58627.0	16:17:7	T-2	Zürich, Hardplatz	VBZ_line72	04444_001	NFB_VBZ_138730	Zürich, Albisriederplatz	1	1
0	1293483000	58680.0	16:18:0	T-2	Pfaffhausen, Sängglen	VBZ_line704	19698_009	NFB_VBZ_141330	Pfaffhausen, Pfaffenstein	1	1
0	879553901	58680.0	16:18:0	T-2	Zürich, Hardplatz	VBZ_line72	04444_001	NFB_VBZ_138730	Zürich, Albisriederplatz	1	1
0	941156000	58680.0	16:18:0	T-2	Unterengstringen, Sennenbüel N	VBZ_line304	26072_048	NFB_VBZ_142450	Weiningen ZH, Aegelsee	1	1
0	841311200	58688.0	16:18:8	T-2	Zürich, Friesenbergstrasse	VBZ_line89	12965_008	NFB_VBZ_140084	Zürich, Schweighof	1	1
0	998278500	58695.0	16:18:15	T-2	Zürich, Birchdörfli	VBZ_line32	08854_250	NFB_VBZ_141344	Zürich, Neuaffoltern	1	1
0	1260446400	58800.0	16:20:0	T-2	Winterthur, Hauptbahnhof	SBW_line1	00003_003	NFB_SBW_151560	Winterthur, Sulzer	1	1
0	841311200	58800.0	16:20:0	T-2	Zürich, Friesenbergstrasse	VBZ_line89	12965_008	NFB_VBZ_140084	Zürich, Schweighof	1	1
0	1365724600	58800.0	16:20:0	T-2	Zürich, Albisriederplatz	VBZ_line72	04444_001	NFB_VBZ_138730	Zürich, Friedhof Sihlfeld	1	1
0	781060001	58800.0	16:20:0	T-2	Zürich, Bucheggplatz	VBZ_line32	07888_166	NFB_VBZ_141354	Zürich, Radiostudio	1	1
0	998278500	58800.0	16:20:0	T-2	Zürich, Birchdörfli	VBZ_line32	08854_250	NFB_VBZ_141344	Zürich, Neuaffoltern	1	1
0	919874100	58809.0	16:20:9	T-2	Winterthur, Tellstrasse	SBW_line2	01053_151	NFB_SBW_152243	Winterthur, Hinterwiesli	1	1
0	1357609000	58825.0	16:20:25	T-2	Zürich, Saalsporthalle	PAG_line200	20003_005	NFB_PAG_91128	Wettswil a.A., Moosstrasse	1	1
0	919874100	58860.0	16:21:0	T-2	Winterthur, Tellstrasse	SBW_line2	01053_151	NFB_SBW_152243	Winterthur, Hinterwiesli	1	1
0	1009820000	58866.0	16:21:6	T-2	Zürich, Ottikerstrasse	VBZ_line7	23715_146	NFT_VBZ_57580	Zürich, Röslistrasse	2	2
0	771891000	58877.0	16:21:17	T-2	Zürich, Herdernstrasse	VBZ_line31	00289_002	NFB_VBZ_137728	Zürich, Hardplatz	1	1
0	1611934300	58920.0	16:22:0	T-2	Zürich, Mittelleimbach	VBZ_line70	17142_119	NFB_VBZ_140978	Zürich, Sihlweidstrasse	1	1
0	1009820000	58920.0	16:22:0	T-2	Zürich, Ottikerstrasse	VBZ_line7	23715_146	NFT_VBZ_57580	Zürich, Röslistrasse	2	2
0	1002683100	58923.0	16:22:3	T-2	Effretikon, Bahnhof	VBG_line655	06976_049	NFB_VBG_70547	Effretikon, Zentrum	1	1
0	1260446400	58925.0	16:22:5	T-2	Winterthur, Hauptbahnhof	SBW_line1	00003_003	NFB_SBW_151559	Winterthur, Sulzer	1	1
0	1502736400	58932.0	16:22:12	T-2	Zürich, Lägernstrasse	VBZ_line32	07888_166	NFB_VBZ_141349	Zürich, Bucheggplatz	1	1
0	1002683100	58980.0	16:23:0	T-2	Effretikon, Bahnhof	VBG_line655	06976_049	NFB_VBG_70547	Effretikon, Zentrum	1	1
0	1357609000	58980.0	16:23:0	T-2	Zürich, Saalsporthalle	PAG_line200	20003_005	NFB_PAG_91128	Wettswil a.A., Moosstrasse	1	1
0	1502736400	58980.0	16:23:0	T-2	Zürich, Lägernstrasse	VBZ_line32	07888_166	NFB_VBZ_141349	Zürich, Bucheggplatz	1	1
0	771891000	58980.0	16:23:0	T-2	Zürich, Herdernstrasse	VBZ_line31	00289_002	NFB_VBZ_137728	Zürich, Hardplatz	1	1
0	1371605600	58985.0	16:23:5	T-2	Zürich, Löwenplatz	VBZ_line31	00289_002	NFB_VBZ_137729	Zürich, Bahnhofplatz/HB	1	1
0	781060001	58987.0	16:23:7	T-2	Zürich, Bucheggplatz	VBZ_line32	07888_166	NFB_VBZ_141349	Zürich, Radiostudio	1	1
0	1491268300	58994.0	16:23:14	T-2	Schwerzenbach ZH, Dorf	VBZ_line704	30235_067	NFB_VBZ_143003	Fällanden, Industrie	1	1
0	1371605600	59040.0	16:24:0	T-2	Zürich, Löwenplatz	VBZ_line31	00289_002	NFB_VBZ_137729	Zürich, Bahnhofplatz/HB	1	1
0	1336003500	59047.0	16:24:7	T-2	Grafstal, Engelacher	VBG_line655	04842_001	NFB_VBG_69863	Effretikon, Girhalde	1	1
0	1491268300	59100.0	16:25:0	T-2	Schwerzenbach ZH, Dorf	VBZ_line704	30235_067	NFB_VBZ_143003	Fällanden, Industrie	1	1
0	1336003500	59100.0	16:25:0	T-2	Grafstal, Engelacher	VBG_line655	04842_001	NFB_VBG_69863	Effretikon, Girhalde	1	1
0	1484662700	59100.0	16:25:0	T-2	Zürich Flughafen, Fracht	PAG_line530	52986_006	NFB_PAG_98225	Kloten, Zum Wilden Mann	1	1
0	1308504301	59111.0	16:25:11	T-2	Bremgarten AG, Bibenlos	PAG_line332	32004_008	BUS_PAG_93772	Bremgarten AG, Kaserne	1	1
0	781060001	59160.0	16:26:0	T-2	Zürich, Bucheggplatz	VBZ_line32	07888_166	NFB_VBZ_141349	Zürich, Radiostudio	1	1
0	1260446400	59160.0	16:26:0	T-2	Winterthur, Hauptbahnhof	SBW_line1	00003_003	NFB_SBW_151559	Winterthur, Sulzer	1	1
0	1267770501	59171.0	16:26:11	T-2	Wallisellen, Bahnhof	VBG_line759	01175_004	NFB_VBG_68967	Wallisellen, Belair	1	1
0	1365724600	59172.0	16:26:12	T-2	Zürich, Albisriederplatz	VBZ_line72	04444_001	NFB_VBZ_138729	Zürich, Friedhof Sihlfeld	1	1
0	1576423600	59173.0	16:26:13	T-2	Schlieren, Gasometerbrücke	VBZ_line31	00289_002	NFB_VBZ_137725	Schlieren, Mülligen	1	1
0	1576423600	59220.0	16:27:0	T-2	Schlieren, Gasometerbrücke	VBZ_line31	00289_002	NFB_VBZ_137725	Schlieren, Mülligen	1	1
0	1042415700	59227.0	16:27:7	T-2	Zug, Stadion	ZVB_line6	00195_002	NFB_ZVB_131876	Zug, Stampfi	1	1
0	1012815600	59228.0	16:27:8	T-2	Winterthur, Hinterwiesli	SBW_line2	01053_151	NFB_SBW_152242	Winterthur, Blumenau	1	1
0	871266101	59231.0	16:27:11	T-2	Rüti ZH, Bahnhof	VZO_line885	02128_118	NFB_VZO_129529	Rüti ZH, Jonamarkt	1	1
0	902769901	59231.0	16:27:11	T-2	Rüti ZH, Bahnhof	VZO_line885	02128_118	NFB_VZO_129529	Rüti ZH, Jonamarkt	1	1
0	1365724600	59280.0	16:28:0	T-2	Zürich, Albisriederplatz	VBZ_line72	04444_001	NFB_VBZ_138729	Zürich, Friedhof Sihlfeld	1	1
0	1267770501	59280.0	16:28:0	T-2	Wallisellen, Bahnhof	VBG_line759	01175_004	NFB_VBG_68967	Wallisellen, Belair	1	1
0	1012815600	59280.0	16:28:0	T-2	Winterthur, Hinterwiesli	SBW_line2	01053_151	NFB_SBW_152242	Winterthur, Blumenau	1	1
0	1138441400	59280.0	16:28:0	T-2	Zürich, Höschgasse	VBZ_line33	06358_153	NFB_VBZ_138501	Zürich, Fröhlichstrasse	1	1
0	1042415700	59280.0	16:28:0	T-2	Zug, Stadion	ZVB_line6	00195_002	NFB_ZVB_131876	Zug, Stampfi	1	1
0	949654400	59285.0	16:28:5	T-2	Zürich, Zwinglihaus	VBZ_line32	07888_166	NFB_VBZ_141329	Zürich,Kalkbreite/Bhf.Wiedikon	1	1
0	949654400	59340.0	16:29:0	T-2	Zürich, Zwinglihaus	VBZ_line32	07888_166	NFB_VBZ_141329	Zürich,Kalkbreite/Bhf.Wiedikon	1	1
0	781060001	59347.0	16:29:7	T-2	Zürich, Bucheggplatz	VBZ_line32	07888_166	NFB_VBZ_141339	Zürich, Radiostudio	1	1
0	959621900	59354.0	16:29:14	T-2	Zürich, Einfangstrasse	VBZ_line61	15857_082	NFB_VBZ_140752	Zürich, Zehntenhausplatz	1	1
0	871266101	59400.0	16:30:0	T-2	Rüti ZH, Bahnhof	VZO_line885	02128_118	NFB_VZO_129529	Rüti ZH, Jonamarkt	1	1
0	902769901	59400.0	16:30:0	T-2	Rüti ZH, Bahnhof	VZO_line885	02128_118	NFB_VZO_129529	Rüti ZH, Jonamarkt	1	1
0	1332196500	59408.0	16:30:8	T-2	Zürich, Hofstrasse	VBZ_line33	06358_153	NFB_VBZ_140813	Zürich, Klosbach	1	1
0	1465105600	59410.0	16:30:10	T-2	Neuenhof, Posthorn	RVB_line8	04140_001	NFB_RVB_157256	Neuenhof, Kirchfeld	1	1
0	951384700	59411.0	16:30:11	T-2	Rüti ZH, Gubel	VZO_line885	00450_059	NFB_VZO_128408	Rüti ZH, Laufenbach	1	1
0	959621900	59460.0	16:31:0	T-2	Zürich, Einfangstrasse	VBZ_line61	15857_082	NFB_VBZ_140752	Zürich, Zehntenhausplatz	1	1
0	951384700	59460.0	16:31:0	T-2	Rüti ZH, Gubel	VZO_line885	00450_059	NFB_VZO_128408	Rüti ZH, Laufenbach	1	1
0	1332196500	59460.0	16:31:0	T-2	Zürich, Hofstrasse	VBZ_line33	06358_153	NFB_VBZ_140813	Zürich, Klosbach	1	1
0	1465105600	59460.0	16:31:0	T-2	Neuenhof, Posthorn	RVB_line8	04140_001	NFB_RVB_157256	Neuenhof, Kirchfeld	1	1
0	1146529500	59463.0	16:31:3	T-2	Zürich, Mittelleimbach	VBZ_line70	17142_119	NFB_VBZ_140976	Zürich, Sihlweidstrasse	1	1
0	1579561300	59465.0	16:31:5	T-2	Baden, Ifang	RVB_line1	00855_080	NFB_RVB_156344	Baden, Ruschebach	1	1
0	1399674101	59468.0	16:31:8	T-2	Zürich, Bircher-Benner	VBZ_line751	31196_047	NFB_VBZ_143143	Zürich, Dreiwiesen	1	1
0	887310400	59470.0	16:31:10	T-2	Gossau ZH, Moos	VZO_line862	02178_001	NFB_VZO_129727	Grüt (Gossau ZH), Grünau	1	1
0	1487670200	59471.0	16:31:11	T-2	Zürich, Altried	VBG_line759	03789_076	NFB_VBG_69572	Dübendorf, Sport Heerenschürli	1	1
0	1233428300	59476.0	16:31:16	T-2	Winterthur, Nägelsee	SBW_line7	01836_085	NFB_SBW_152781	Winterthur, Friedliweg	1	1
0	781060001	59520.0	16:32:0	T-2	Zürich, Bucheggplatz	VBZ_line32	07888_166	NFB_VBZ_141339	Zürich, Radiostudio	1	1
0	887310400	59520.0	16:32:0	T-2	Gossau ZH, Moos	VZO_line862	02178_001	NFB_VZO_129727	Grüt (Gossau ZH), Grünau	1	1
0	1146529500	59520.0	16:32:0	T-2	Zürich, Mittelleimbach	VBZ_line70	17142_119	NFB_VBZ_140976	Zürich, Sihlweidstrasse	1	1
0	1399674101	59520.0	16:32:0	T-2	Zürich, Bircher-Benner	VBZ_line751	31196_047	NFB_VBZ_143143	Zürich, Dreiwiesen	1	1
0	1487670200	59520.0	16:32:0	T-2	Zürich, Altried	VBG_line759	03789_076	NFB_VBG_69572	Dübendorf, Sport Heerenschürli	1	1
0	1579561300	59520.0	16:32:0	T-2	Baden, Ifang	RVB_line1	00855_080	NFB_RVB_156344	Baden, Ruschebach	1	1
0	1233428300	59520.0	16:32:0	T-2	Winterthur, Nägelsee	SBW_line7	01836_085	NFB_SBW_152781	Winterthur, Friedliweg	1	1
0	960962300	59529.0	16:32:9	T-2	Zürich, Ettenfeld	VBG_line768	00137_001	NFB_VBG_68774	Zürich, Seebach	1	1
0	1073665700	59532.0	16:32:12	T-2	Hünenberg, Moos	ZVB_line41	01380_002	NFB_ZVB_133104	Hünenberg, Huob	1	1
0	1499239500	59580.0	16:33:0	T-2	Zürich, Röntgenstrasse	VBZ_line32	02064_001	NFB_VBZ_138140	Zürich, Militär-/Langstrasse	1	1
0	1073665700	59580.0	16:33:0	T-2	Hünenberg, Moos	ZVB_line41	01380_002	NFB_ZVB_133104	Hünenberg, Huob	1	1
0	960962300	59580.0	16:33:0	T-2	Zürich, Ettenfeld	VBG_line768	00137_001	NFB_VBG_68774	Zürich, Seebach	1	1
0	1145938900	59583.0	16:33:3	T-2	Meilen, Bahnhof	VZO_line925	02238_001	NFB_VZO_129667	Meilen, Beugen	1	1
0	1307575500	59583.0	16:33:3	T-2	Meilen, Bahnhof	VZO_line925	02238_001	NFB_VZO_129667	Meilen, Beugen	1	1
0	1258722200	59590.0	16:33:10	T-2	Zürich, Hönggerberg	VBZ_line80	00928_017	NFB_VBZ_137271	Zürich, Meierhofplatz	1	1
0	845009400	59592.0	16:33:12	T-2	Zürich, Mattenhof	VBZ_line7	02026_001	NFT_VBZ_55831	Zürich, Probstei	2	2
0	1611684700	59596.0	16:33:16	T-2	Wettswil a.A., Grund	PAG_line220	22002_036	NFB_PAG_92178	Wettswil a.A., Moosstrasse	1	1
0	1145938900	59640.0	16:34:0	T-2	Meilen, Bahnhof	VZO_line925	02238_001	NFB_VZO_129667	Meilen, Beugen	1	1
0	1307575500	59640.0	16:34:0	T-2	Meilen, Bahnhof	VZO_line925	02238_001	NFB_VZO_129667	Meilen, Beugen	1	1
0	845009400	59640.0	16:34:0	T-2	Zürich, Mattenhof	VBZ_line7	02026_001	NFT_VBZ_55831	Zürich, Probstei	2	2
0	1611684700	59640.0	16:34:0	T-2	Wettswil a.A., Grund	PAG_line220	22002_036	NFB_PAG_92178	Wettswil a.A., Moosstrasse	1	1
0	1566869700	59648.0	16:34:8	T-2	Zürich, Zwinglihaus	VBZ_line32	07888_166	NFB_VBZ_141324	Zürich,Kalkbreite/Bhf.Wiedikon	1	1
0	868255101	59659.0	16:34:19	T-2	Volketswil, Hegnau	VBG_line725	05031_001	NFB_VBG_70001	Volketswil, Zentrum	1	1
0	1254467700	59660.0	16:34:20	T-2	Bachenbülach, alte Post	PAG_line531	53101_062	NFB_PAG_98336	Bachenbülach, Schmiede	1	1
0	827208900	59700.0	16:35:0	T-2	Zürich, Friesenbergstrasse	VBZ_line89	12965_008	NFB_VBZ_140076	Zürich, Schweighof	1	1
0	868255101	59700.0	16:35:0	T-2	Volketswil, Hegnau	VBG_line725	05031_001	NFB_VBG_70001	Volketswil, Zentrum	1	1
0	1566869700	59700.0	16:35:0	T-2	Zürich, Zwinglihaus	VBZ_line32	07888_166	NFB_VBZ_141324	Zürich,Kalkbreite/Bhf.Wiedikon	1	1
0	1258722200	59700.0	16:35:0	T-2	Zürich, Hönggerberg	VBZ_line80	00928_017	NFB_VBZ_137271	Zürich, Meierhofplatz	1	1
0	1237140700	59710.0	16:35:10	T-2	Dietikon, Heimstrasse	VBZ_line302	29021_040	NFB_VBZ_142887	Fahrweid, Limmatbrücke	1	1
0	1237140700	59760.0	16:36:0	T-2	Dietikon, Heimstrasse	VBZ_line302	29021_040	NFB_VBZ_142887	Fahrweid, Limmatbrücke	1	1
0	1254467700	59760.0	16:36:0	T-2	Bachenbülach, alte Post	PAG_line531	53101_062	NFB_PAG_98336	Bachenbülach, Schmiede	1	1
0	828739100	59765.0	16:36:5	T-2	Oberwil-Lieli, im Moos	PAG_line350	50004_004	BUS_PAG_96501	Oberwil-Lieli, Oberwil Post	1	1
0	1332196500	59828.0	16:37:8	T-2	Zürich, Hofstrasse	VBZ_line33	06358_153	NFB_VBZ_140809	Zürich, Klosbach	1	1
